2017SegmentationCaseKey,RespondentID,SegmentCode,CustomerType,SpendingRange,Visit,Spending,BrandType,PPA,dwh_create_date
266,96599,Seg.01,Mass,0 - 25000,2,40000,Independent,20000,2025-09-20 14:28:49.383000000
267,96599,Seg.01,Mass,0 - 25000,2,30000,Street,15000,2025-09-20 14:28:49.383000000
268,96600,Seg.01,Mass,0 - 25000,2,30000,Street,15000,2025-09-20 14:28:49.383000000
269,96601,Seg.01,Mass,0 - 25000,5,120000,Independent,24000,2025-09-20 14:28:49.383000000
270,96601,Seg.01,Mass,0 - 25000,3,45000,Street,15000,2025-09-20 14:28:49.383000000
271,96602,Seg.01,Mass,0 - 25000,8,120000,Street,15000,2025-09-20 14:28:49.383000000
272,96602,Seg.01,Mass,0 - 25000,12,240000,Independent,20000,2025-09-20 14:28:49.383000000
273,96719,Seg.01,Mass,0 - 25000,1,20000,Independent,20000,2025-09-20 14:28:49.383000000
274,96719,Seg.01,Mass,0 - 25000,3,45000,Street,15000,2025-09-20 14:28:49.383000000
275,97076,Seg.02,Mass Asp,25000 - 59000,12,360000,Chain,30000,2025-09-20 14:28:49.383000000
276,97076,Seg.02,Mass Asp,25000 - 59000,8,240000,Independent,30000,2025-09-20 14:28:49.383000000
277,97077,Seg.02,Mass Asp,25000 - 59000,4,200000,Chain,50000,2025-09-20 14:28:49.383000000
278,97078,Seg.02,Mass Asp,25000 - 59000,3,150000,Chain,50000,2025-09-20 14:28:49.383000000
279,97079,Seg.02,Mass Asp,25000 - 59000,6,240000,Independent,40000,2025-09-20 14:28:49.383000000
280,97079,Seg.02,Mass Asp,25000 - 59000,2,50000,Street,25000,2025-09-20 14:28:49.383000000
281,97088,Seg.02,Mass Asp,25000 - 59000,2,60000,Chain,30000,2025-09-20 14:28:49.383000000
282,97089,Seg.02,Mass Asp,25000 - 59000,1,25000,Independent,25000,2025-09-20 14:28:49.383000000
283,97089,Seg.02,Mass Asp,25000 - 59000,1,25000,Street,25000,2025-09-20 14:28:49.383000000
284,97090,Seg.02,Mass Asp,25000 - 59000,1,30000,Independent,30000,2025-09-20 14:28:49.383000000
285,97090,Seg.02,Mass Asp,25000 - 59000,2,100000,Chain,50000,2025-09-20 14:28:49.383000000
286,97091,Seg.02,Mass Asp,25000 - 59000,1,30000,Street,30000,2025-09-20 14:28:49.383000000
287,97091,Seg.03,Premium,60000 - 99000,2,120000,Chain,60000,2025-09-20 14:28:49.383000000
288,97099,Seg.02,Mass Asp,25000 - 59000,1,25000,Independent,25000,2025-09-20 14:28:49.383000000
289,97099,Seg.02,Mass Asp,25000 - 59000,2,100000,Chain,50000,2025-09-20 14:28:49.383000000
290,97100,Seg.02,Mass Asp,25000 - 59000,3,105000,Independent,35000,2025-09-20 14:28:49.383000000
291,97100,Seg.01,Mass,0 - 25000,1,20000,Street,20000,2025-09-20 14:28:49.383000000
292,97103,Seg.02,Mass Asp,25000 - 59000,4,140000,Independent,35000,2025-09-20 14:28:49.383000000
293,97109,Seg.02,Mass Asp,25000 - 59000,8,240000,Independent,30000,2025-09-20 14:28:49.383000000
294,97111,Seg.02,Mass Asp,25000 - 59000,5,125000,Independent,25000,2025-09-20 14:28:49.383000000
295,97111,Seg.02,Mass Asp,25000 - 59000,5,200000,Chain,40000,2025-09-20 14:28:49.383000000
296,97112,Seg.02,Mass Asp,25000 - 59000,8,320000,Chain,40000,2025-09-20 14:28:49.383000000
297,97112,Seg.02,Mass Asp,25000 - 59000,2,50000,Independent,25000,2025-09-20 14:28:49.383000000
298,97112,Seg.01,Mass,0 - 25000,10,100000,Street,10000,2025-09-20 14:28:49.383000000
299,97143,Seg.01,Mass,0 - 25000,5,100000,Independent,20000,2025-09-20 14:28:49.383000000
300,97143,Seg.01,Mass,0 - 25000,4,72000,Street,18000,2025-09-20 14:28:49.383000000
301,97144,Seg.01,Mass,0 - 25000,2,30000,Street,15000,2025-09-20 14:28:49.383000000
302,97144,Seg.02,Mass Asp,25000 - 59000,6,150000,Independent,25000,2025-09-20 14:28:49.383000000
303,97152,Seg.01,Mass,0 - 25000,28,280000,Street,10000,2025-09-20 14:28:49.383000000
304,97153,Seg.02,Mass Asp,25000 - 59000,2,100000,Chain,50000,2025-09-20 14:28:49.383000000
305,97195,Seg.03,Premium,60000 - 99000,2,120000,Chain,60000,2025-09-20 14:28:49.383000000
306,97195,Seg.01,Mass,0 - 25000,4,64000,Independent,16000,2025-09-20 14:28:49.383000000
307,97195,Seg.01,Mass,0 - 25000,4,40000,Street,10000,2025-09-20 14:28:49.383000000
308,97202,Seg.01,Mass,0 - 25000,2,36000,Independent,18000,2025-09-20 14:28:49.383000000
309,97203,Seg.01,Mass,0 - 25000,10,100000,Chain,10000,2025-09-20 14:28:49.383000000
310,97203,Seg.01,Mass,0 - 25000,30,300000,Independent,10000,2025-09-20 14:28:49.383000000
311,97203,Seg.01,Mass,0 - 25000,20,160000,Street,8000,2025-09-20 14:28:49.383000000
312,97213,Seg.01,Mass,0 - 25000,10,80000,Street,8000,2025-09-20 14:28:49.383000000
313,97213,Seg.01,Mass,0 - 25000,2,20000,Independent,10000,2025-09-20 14:28:49.383000000
314,97223,Seg.01,Mass,0 - 25000,4,48000,Street,12000,2025-09-20 14:28:49.383000000
315,97224,Seg.01,Mass,0 - 25000,4,32000,Street,8000,2025-09-20 14:28:49.383000000
316,97229,Seg.01,Mass,0 - 25000,5,60000,Independent,12000,2025-09-20 14:28:49.383000000
317,97230,Seg.01,Mass,0 - 25000,4,48000,Independent,12000,2025-09-20 14:28:49.383000000
318,97234,Seg.02,Mass Asp,25000 - 59000,4,200000,Chain,50000,2025-09-20 14:28:49.383000000
319,97473,Seg.03,Premium,60000 - 99000,2,120000,Chain,60000,2025-09-20 14:28:49.383000000
320,97473,Seg.02,Mass Asp,25000 - 59000,1,25000,Street,25000,2025-09-20 14:28:49.383000000
321,97474,Seg.02,Mass Asp,25000 - 59000,3,90000,Independent,30000,2025-09-20 14:28:49.383000000
322,97476,Seg.02,Mass Asp,25000 - 59000,10,500000,Chain,50000,2025-09-20 14:28:49.383000000
323,97476,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
324,97484,Seg.02,Mass Asp,25000 - 59000,2,80000,Chain,40000,2025-09-20 14:28:49.383000000
325,97485,Seg.01,Mass,0 - 25000,4,80000,Street,20000,2025-09-20 14:28:49.383000000
326,97485,Seg.02,Mass Asp,25000 - 59000,6,180000,Independent,30000,2025-09-20 14:28:49.383000000
327,97487,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
328,97488,Seg.02,Mass Asp,25000 - 59000,2,90000,Independent,45000,2025-09-20 14:28:49.383000000
329,97492,Seg.02,Mass Asp,25000 - 59000,3,120000,Independent,40000,2025-09-20 14:28:49.383000000
330,97493,Seg.02,Mass Asp,25000 - 59000,2,80000,Chain,40000,2025-09-20 14:28:49.383000000
331,97493,Seg.02,Mass Asp,25000 - 59000,2,80000,Independent,40000,2025-09-20 14:28:49.383000000
332,97496,Seg.02,Mass Asp,25000 - 59000,1,30000,Independent,30000,2025-09-20 14:28:49.383000000
333,97496,Seg.02,Mass Asp,25000 - 59000,3,105000,Chain,35000,2025-09-20 14:28:49.383000000
334,97497,Seg.04,Super Premium,100000+,2,200000,Chain,100000,2025-09-20 14:28:49.383000000
335,97501,Seg.02,Mass Asp,25000 - 59000,2,70000,Independent,35000,2025-09-20 14:28:49.383000000
336,97501,Seg.02,Mass Asp,25000 - 59000,1,30000,Street,30000,2025-09-20 14:28:49.383000000
337,97501,Seg.02,Mass Asp,25000 - 59000,1,40000,Chain,40000,2025-09-20 14:28:49.383000000
338,97503,Seg.02,Mass Asp,25000 - 59000,4,180000,Chain,45000,2025-09-20 14:28:49.383000000
339,97504,Seg.02,Mass Asp,25000 - 59000,3,105000,Independent,35000,2025-09-20 14:28:49.383000000
340,97506,Seg.02,Mass Asp,25000 - 59000,3,105000,Independent,35000,2025-09-20 14:28:49.383000000
341,97506,Seg.02,Mass Asp,25000 - 59000,2,100000,Chain,50000,2025-09-20 14:28:49.383000000
342,97507,Seg.02,Mass Asp,25000 - 59000,10,300000,Independent,30000,2025-09-20 14:28:49.383000000
343,97509,Seg.02,Mass Asp,25000 - 59000,3,90000,Independent,30000,2025-09-20 14:28:49.383000000
344,97511,Seg.02,Mass Asp,25000 - 59000,4,140000,Independent,35000,2025-09-20 14:28:49.383000000
345,97512,Seg.02,Mass Asp,25000 - 59000,8,240000,Independent,30000,2025-09-20 14:28:49.383000000
346,97513,Seg.02,Mass Asp,25000 - 59000,4,100000,Street,25000,2025-09-20 14:28:49.383000000
347,97516,Seg.02,Mass Asp,25000 - 59000,1,35000,Independent,35000,2025-09-20 14:28:49.383000000
348,97516,Seg.02,Mass Asp,25000 - 59000,3,105000,Street,35000,2025-09-20 14:28:49.383000000
349,97516,Seg.02,Mass Asp,25000 - 59000,6,240000,Chain,40000,2025-09-20 14:28:49.383000000
350,97536,Seg.02,Mass Asp,25000 - 59000,4,160000,Independent,40000,2025-09-20 14:28:49.383000000
351,97695,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
352,97695,Seg.01,Mass,0 - 25000,1,20000,Street,20000,2025-09-20 14:28:49.383000000
353,97697,Seg.02,Mass Asp,25000 - 59000,3,90000,Independent,30000,2025-09-20 14:28:49.383000000
354,97697,Seg.02,Mass Asp,25000 - 59000,1,40000,Chain,40000,2025-09-20 14:28:49.383000000
355,98051,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
356,98052,Seg.04,Super Premium,100000+,4,400000,Chain,100000,2025-09-20 14:28:49.383000000
357,98053,Seg.03,Premium,60000 - 99000,2,140000,Chain,70000,2025-09-20 14:28:49.383000000
358,98081,Seg.01,Mass,0 - 25000,2,20000,Chain,10000,2025-09-20 14:28:49.383000000
359,98081,Seg.01,Mass,0 - 25000,10,100000,Independent,10000,2025-09-20 14:28:49.383000000
360,98099,Seg.01,Mass,0 - 25000,30,300000,Independent,10000,2025-09-20 14:28:49.383000000
361,98100,Seg.01,Mass,0 - 25000,8,96000,Independent,12000,2025-09-20 14:28:49.383000000
362,98101,Seg.01,Mass,0 - 25000,6,120000,Independent,20000,2025-09-20 14:28:49.383000000
363,98102,Seg.01,Mass,0 - 25000,6,120000,Independent,20000,2025-09-20 14:28:49.383000000
364,98102,Seg.01,Mass,0 - 25000,2,40000,Chain,20000,2025-09-20 14:28:49.383000000
365,98107,Seg.01,Mass,0 - 25000,75,750000,Independent,10000,2025-09-20 14:28:49.383000000
366,98113,Seg.01,Mass,0 - 25000,2,40000,Street,20000,2025-09-20 14:28:49.383000000
367,98113,Seg.02,Mass Asp,25000 - 59000,1,25000,Independent,25000,2025-09-20 14:28:49.383000000
368,98114,Seg.01,Mass,0 - 25000,6,60000,Independent,10000,2025-09-20 14:28:49.383000000
369,98114,Seg.01,Mass,0 - 25000,14,98000,Street,7000,2025-09-20 14:28:49.383000000
370,98115,Seg.01,Mass,0 - 25000,30,240000,Street,8000,2025-09-20 14:28:49.383000000
371,98115,Seg.01,Mass,0 - 25000,30,450000,Independent,15000,2025-09-20 14:28:49.383000000
372,98116,Seg.01,Mass,0 - 25000,30,240000,Street,8000,2025-09-20 14:28:49.383000000
373,98117,Seg.01,Mass,0 - 25000,4,28000,Street,7000,2025-09-20 14:28:49.383000000
374,98119,Seg.01,Mass,0 - 25000,10,80000,Street,8000,2025-09-20 14:28:49.383000000
375,98120,Seg.01,Mass,0 - 25000,30,240000,Street,8000,2025-09-20 14:28:49.383000000
376,98121,Seg.01,Mass,0 - 25000,28,224000,Street,8000,2025-09-20 14:28:49.383000000
377,98121,Seg.01,Mass,0 - 25000,2,32000,Independent,16000,2025-09-20 14:28:49.383000000
378,98122,Seg.01,Mass,0 - 25000,2,14000,Street,7000,2025-09-20 14:28:49.383000000
379,98123,Seg.01,Mass,0 - 25000,5,35000,Street,7000,2025-09-20 14:28:49.383000000
380,98124,Seg.01,Mass,0 - 25000,20,140000,Street,7000,2025-09-20 14:28:49.383000000
381,98279,Seg.01,Mass,0 - 25000,6,90000,Street,15000,2025-09-20 14:28:49.383000000
382,98279,Seg.02,Mass Asp,25000 - 59000,22,660000,Independent,30000,2025-09-20 14:28:49.383000000
383,98280,Seg.02,Mass Asp,25000 - 59000,2,60000,Chain,30000,2025-09-20 14:28:49.383000000
384,98280,Seg.01,Mass,0 - 25000,18,360000,Independent,20000,2025-09-20 14:28:49.383000000
385,98281,Seg.02,Mass Asp,25000 - 59000,6,300000,Independent,50000,2025-09-20 14:28:49.383000000
386,98281,Seg.02,Mass Asp,25000 - 59000,4,120000,Street,30000,2025-09-20 14:28:49.383000000
387,98282,Seg.02,Mass Asp,25000 - 59000,4,160000,Chain,40000,2025-09-20 14:28:49.383000000
388,98283,Seg.01,Mass,0 - 25000,2,40000,Street,20000,2025-09-20 14:28:49.383000000
389,98283,Seg.02,Mass Asp,25000 - 59000,3,90000,Independent,30000,2025-09-20 14:28:49.383000000
390,98284,Seg.02,Mass Asp,25000 - 59000,30,1500000,Independent,50000,2025-09-20 14:28:49.383000000
391,98285,Seg.02,Mass Asp,25000 - 59000,20,600000,Independent,30000,2025-09-20 14:28:49.383000000
392,98285,Seg.01,Mass,0 - 25000,10,100000,Street,10000,2025-09-20 14:28:49.383000000
393,98509,Seg.01,Mass,0 - 25000,28,224000,Street,8000,2025-09-20 14:28:49.383000000
394,98509,Seg.01,Mass,0 - 25000,2,20000,Independent,10000,2025-09-20 14:28:49.383000000
395,98510,Seg.01,Mass,0 - 25000,5,35000,Street,7000,2025-09-20 14:28:49.383000000
396,98511,Seg.01,Mass,0 - 25000,3,24000,Street,8000,2025-09-20 14:28:49.383000000
397,99586,Seg.01,Mass,0 - 25000,5,40000,Street,8000,2025-09-20 14:28:49.383000000
398,99664,Seg.01,Mass,0 - 25000,20,140000,Street,7000,2025-09-20 14:28:49.383000000
399,99664,Seg.01,Mass,0 - 25000,30,300000,Independent,10000,2025-09-20 14:28:49.383000000
400,99759,Seg.01,Mass,0 - 25000,60,420000,Street,7000,2025-09-20 14:28:49.383000000
401,99772,Seg.01,Mass,0 - 25000,30,420000,Independent,14000,2025-09-20 14:28:49.383000000
402,99802,Seg.01,Mass,0 - 25000,20,160000,Street,8000,2025-09-20 14:28:49.383000000
403,99802,Seg.01,Mass,0 - 25000,10,100000,Independent,10000,2025-09-20 14:28:49.383000000
404,100076,Seg.01,Mass,0 - 25000,18,180000,Street,10000,2025-09-20 14:28:49.383000000
405,100076,Seg.01,Mass,0 - 25000,10,180000,Independent,18000,2025-09-20 14:28:49.383000000
406,100077,Seg.01,Mass,0 - 25000,28,280000,Street,10000,2025-09-20 14:28:49.383000000
407,100130,Seg.02,Mass Asp,25000 - 59000,10,300000,Independent,30000,2025-09-20 14:28:49.383000000
408,100199,Seg.02,Mass Asp,25000 - 59000,4,160000,Chain,40000,2025-09-20 14:28:49.383000000
409,100201,Seg.02,Mass Asp,25000 - 59000,9,270000,Independent,30000,2025-09-20 14:28:49.383000000
410,100201,Seg.02,Mass Asp,25000 - 59000,15,600000,Chain,40000,2025-09-20 14:28:49.383000000
411,100210,Seg.02,Mass Asp,25000 - 59000,3,120000,Independent,40000,2025-09-20 14:28:49.383000000
412,100268,Seg.02,Mass Asp,25000 - 59000,4,220000,Chain,55000,2025-09-20 14:28:49.383000000
413,100269,Seg.02,Mass Asp,25000 - 59000,4,180000,Chain,45000,2025-09-20 14:28:49.383000000
414,100356,Seg.02,Mass Asp,25000 - 59000,10,400000,Independent,40000,2025-09-20 14:28:49.383000000
415,100364,Seg.01,Mass,0 - 25000,30,300000,Independent,10000,2025-09-20 14:28:49.383000000
416,100501,Seg.01,Mass,0 - 25000,12,108000,Street,9000,2025-09-20 14:28:49.383000000
417,100512,Seg.02,Mass Asp,25000 - 59000,14,700000,Independent,50000,2025-09-20 14:28:49.383000000
418,100512,Seg.03,Premium,60000 - 99000,16,960000,Chain,60000,2025-09-20 14:28:49.383000000
419,100596,Seg.01,Mass,0 - 25000,3,15000,Street,5000,2025-09-20 14:28:49.383000000
420,100664,Seg.01,Mass,0 - 25000,3,18000,Street,6000,2025-09-20 14:28:49.383000000
421,100664,Seg.01,Mass,0 - 25000,1,10000,Chain,10000,2025-09-20 14:28:49.383000000
422,100772,Seg.01,Mass,0 - 25000,12,216000,Independent,18000,2025-09-20 14:28:49.383000000
423,100869,Seg.03,Premium,60000 - 99000,2,120000,Independent,60000,2025-09-20 14:28:49.383000000
424,101124,Seg.01,Mass,0 - 25000,10,50000,Street,5000,2025-09-20 14:28:49.383000000
425,101265,Seg.01,Mass,0 - 25000,8,80000,Street,10000,2025-09-20 14:28:49.383000000
426,101269,Seg.03,Premium,60000 - 99000,20,1200000,Chain,60000,2025-09-20 14:28:49.383000000
427,101450,Seg.01,Mass,0 - 25000,30,240000,Street,8000,2025-09-20 14:28:49.383000000
428,101501,Seg.01,Mass,0 - 25000,40,480000,Independent,12000,2025-09-20 14:28:49.383000000
429,101501,Seg.01,Mass,0 - 25000,10,100000,Street,10000,2025-09-20 14:28:49.383000000
430,101501,Seg.02,Mass Asp,25000 - 59000,10,250000,Chain,25000,2025-09-20 14:28:49.383000000
431,101509,Seg.01,Mass,0 - 25000,16,112000,Street,7000,2025-09-20 14:28:49.383000000
432,101539,Seg.01,Mass,0 - 25000,60,900000,Independent,15000,2025-09-20 14:28:49.383000000
433,101588,Seg.01,Mass,0 - 25000,30,450000,Independent,15000,2025-09-20 14:28:49.383000000
434,101588,Seg.01,Mass,0 - 25000,10,100000,Street,10000,2025-09-20 14:28:49.383000000
435,101611,Seg.01,Mass,0 - 25000,30,360000,Independent,12000,2025-09-20 14:28:49.383000000
436,101810,Seg.01,Mass,0 - 25000,2,20000,Independent,10000,2025-09-20 14:28:49.383000000
437,101838,Seg.01,Mass,0 - 25000,15,150000,Independent,10000,2025-09-20 14:28:49.383000000
438,101913,Seg.01,Mass,0 - 25000,1,7000,Independent,7000,2025-09-20 14:28:49.383000000
439,101913,Seg.01,Mass,0 - 25000,4,28000,Street,7000,2025-09-20 14:28:49.383000000
440,101920,Seg.02,Mass Asp,25000 - 59000,5,200000,Chain,40000,2025-09-20 14:28:49.383000000
441,101920,Seg.01,Mass,0 - 25000,15,225000,Street,15000,2025-09-20 14:28:49.383000000
442,101921,Seg.01,Mass,0 - 25000,30,300000,Street,10000,2025-09-20 14:28:49.383000000
443,101922,Seg.01,Mass,0 - 25000,2,20000,Street,10000,2025-09-20 14:28:49.383000000
444,101923,Seg.01,Mass,0 - 25000,4,28000,Street,7000,2025-09-20 14:28:49.383000000
445,101923,Seg.04,Super Premium,100000+,8,800000,Chain,100000,2025-09-20 14:28:49.383000000
446,101924,Seg.04,Super Premium,100000+,12,1200000,Chain,100000,2025-09-20 14:28:49.383000000
447,101925,Seg.02,Mass Asp,25000 - 59000,2,100000,Chain,50000,2025-09-20 14:28:49.383000000
448,101926,Seg.01,Mass,0 - 25000,5,60000,Street,12000,2025-09-20 14:28:49.383000000
449,101927,Seg.02,Mass Asp,25000 - 59000,10,270000,Independent,27000,2025-09-20 14:28:49.383000000
450,101928,Seg.02,Mass Asp,25000 - 59000,15,450000,Independent,30000,2025-09-20 14:28:49.383000000
451,101928,Seg.01,Mass,0 - 25000,5,75000,Street,15000,2025-09-20 14:28:49.383000000
452,101929,Seg.01,Mass,0 - 25000,30,450000,Street,15000,2025-09-20 14:28:49.383000000
453,101930,Seg.01,Mass,0 - 25000,2,20000,Street,10000,2025-09-20 14:28:49.383000000
454,101931,Seg.01,Mass,0 - 25000,3,30000,Street,10000,2025-09-20 14:28:49.383000000
455,101932,Seg.01,Mass,0 - 25000,12,180000,Street,15000,2025-09-20 14:28:49.383000000
456,101932,Seg.02,Mass Asp,25000 - 59000,3,105000,Chain,35000,2025-09-20 14:28:49.383000000
457,101933,Seg.01,Mass,0 - 25000,20,240000,Street,12000,2025-09-20 14:28:49.383000000
458,101933,Seg.02,Mass Asp,25000 - 59000,10,500000,Chain,50000,2025-09-20 14:28:49.383000000
459,101977,Seg.01,Mass,0 - 25000,11,110000,Independent,10000,2025-09-20 14:28:49.383000000
460,101977,Seg.01,Mass,0 - 25000,1,10000,Street,10000,2025-09-20 14:28:49.383000000
461,102023,Seg.01,Mass,0 - 25000,6,36000,Street,6000,2025-09-20 14:28:49.383000000
462,102139,Seg.02,Mass Asp,25000 - 59000,6,150000,Street,25000,2025-09-20 14:28:49.383000000
463,102139,Seg.02,Mass Asp,25000 - 59000,2,70000,Chain,35000,2025-09-20 14:28:49.383000000
464,102927,Seg.02,Mass Asp,25000 - 59000,8,200000,Independent,25000,2025-09-20 14:28:49.383000000
465,102928,Seg.02,Mass Asp,25000 - 59000,10,400000,Chain,40000,2025-09-20 14:28:49.383000000
466,102928,Seg.02,Mass Asp,25000 - 59000,20,600000,Independent,30000,2025-09-20 14:28:49.383000000
467,102929,Seg.02,Mass Asp,25000 - 59000,20,600000,Independent,30000,2025-09-20 14:28:49.383000000
468,102929,Seg.01,Mass,0 - 25000,10,200000,Street,20000,2025-09-20 14:28:49.383000000
469,102930,Seg.02,Mass Asp,25000 - 59000,30,1200000,Independent,40000,2025-09-20 14:28:49.383000000
470,102931,Seg.02,Mass Asp,25000 - 59000,2,90000,Independent,45000,2025-09-20 14:28:49.383000000
471,102946,Seg.03,Premium,60000 - 99000,2,140000,Independent,70000,2025-09-20 14:28:49.383000000
472,102949,Seg.02,Mass Asp,25000 - 59000,3,120000,Independent,40000,2025-09-20 14:28:49.383000000
473,102963,Seg.02,Mass Asp,25000 - 59000,10,450000,Chain,45000,2025-09-20 14:28:49.383000000
474,102964,Seg.02,Mass Asp,25000 - 59000,4,160000,Chain,40000,2025-09-20 14:28:49.383000000
475,102965,Seg.02,Mass Asp,25000 - 59000,4,140000,Independent,35000,2025-09-20 14:28:49.383000000
476,102966,Seg.02,Mass Asp,25000 - 59000,4,140000,Chain,35000,2025-09-20 14:28:49.383000000
477,102968,Seg.01,Mass,0 - 25000,1,7000,Street,7000,2025-09-20 14:28:49.383000000
478,102968,Seg.01,Mass,0 - 25000,1,15000,Independent,15000,2025-09-20 14:28:49.383000000
479,102969,Seg.01,Mass,0 - 25000,40,280000,Independent,7000,2025-09-20 14:28:49.383000000
480,102969,Seg.01,Mass,0 - 25000,20,100000,Street,5000,2025-09-20 14:28:49.383000000
481,102970,Seg.01,Mass,0 - 25000,3,30000,Independent,10000,2025-09-20 14:28:49.383000000
482,102970,Seg.01,Mass,0 - 25000,2,14000,Street,7000,2025-09-20 14:28:49.383000000
483,102971,Seg.01,Mass,0 - 25000,4,28000,Street,7000,2025-09-20 14:28:49.383000000
484,102972,Seg.01,Mass,0 - 25000,20,140000,Street,7000,2025-09-20 14:28:49.383000000
485,102987,Seg.02,Mass Asp,25000 - 59000,14,490000,Independent,35000,2025-09-20 14:28:49.383000000
486,102987,Seg.03,Premium,60000 - 99000,2,120000,Chain,60000,2025-09-20 14:28:49.383000000
487,102988,Seg.02,Mass Asp,25000 - 59000,2,80000,Independent,40000,2025-09-20 14:28:49.383000000
488,102989,Seg.02,Mass Asp,25000 - 59000,4,200000,Chain,50000,2025-09-20 14:28:49.383000000
489,102990,Seg.02,Mass Asp,25000 - 59000,1,30000,Independent,30000,2025-09-20 14:28:49.383000000
490,102990,Seg.02,Mass Asp,25000 - 59000,3,150000,Chain,50000,2025-09-20 14:28:49.383000000
491,102991,Seg.03,Premium,60000 - 99000,5,300000,Chain,60000,2025-09-20 14:28:49.383000000
492,102991,Seg.01,Mass,0 - 25000,7,140000,Independent,20000,2025-09-20 14:28:49.383000000
493,102994,Seg.02,Mass Asp,25000 - 59000,2,70000,Independent,35000,2025-09-20 14:28:49.383000000
494,102995,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
495,102996,Seg.02,Mass Asp,25000 - 59000,3,90000,Independent,30000,2025-09-20 14:28:49.383000000
496,102997,Seg.02,Mass Asp,25000 - 59000,2,50000,Independent,25000,2025-09-20 14:28:49.383000000
497,103001,Seg.01,Mass,0 - 25000,4,80000,Street,20000,2025-09-20 14:28:49.383000000
498,103002,Seg.01,Mass,0 - 25000,8,144000,Street,18000,2025-09-20 14:28:49.383000000
499,103003,Seg.01,Mass,0 - 25000,12,264000,Street,22000,2025-09-20 14:28:49.383000000
500,103004,Seg.01,Mass,0 - 25000,3,54000,Street,18000,2025-09-20 14:28:49.383000000
501,103005,Seg.01,Mass,0 - 25000,9,207000,Street,23000,2025-09-20 14:28:49.383000000
502,103023,Seg.02,Mass Asp,25000 - 59000,3,90000,Independent,30000,2025-09-20 14:28:49.383000000
503,103024,Seg.02,Mass Asp,25000 - 59000,1,30000,Street,30000,2025-09-20 14:28:49.383000000
504,103024,Seg.02,Mass Asp,25000 - 59000,7,280000,Chain,40000,2025-09-20 14:28:49.383000000
505,103026,Seg.02,Mass Asp,25000 - 59000,4,200000,Chain,50000,2025-09-20 14:28:49.383000000
