RespondentKey,RespondentID,CityID,GroupSize,Age,Gender,TopOfMind,BrandUseMostOften,BrandUseMostOften_Previous,MostFavourite,AgeGroup,MPI,Occupation,OccupationGroup,Year,MPI_Mean_Use,,,,,,,
160,95771,3,4,50,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,45+ ,N/A,Civil servant - Staff level,White Collar,2017,N/A,,,,,,,
161,95772,3,3,29,Male,Independent Cafe,Street Coffee,Don't have any brands,Street Coffee,25 - 29 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
162,95773,3,4,30,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,30 - 34 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
163,95834,2,4,23,Male,Highlands Coffee,Independent Cafe,Street Coffee,Starbucks,20 - 24 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
164,95847,2,2,20,Male,Street Coffee,Street Coffee,Milano,Milano,20 - 24 ,N/A,Pupil / Student,None Working,2017,N/A,,,,,,,
165,95848,2,3,33,Male,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,30 - 34 ,N/A,Self Employed Â - Company owner (under 10 employees),Self Employed - Company Owner,2017,N/A,,,,,,,
166,95908,2,3,35,Female,Trung Nguyên,Street Coffee,Don't have any brands,Trung Nguyên,35 - 39 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
167,95909,2,5,49,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,45+ ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
168,95910,2,4,22,Female,Phúc Long,Phúc Long,Don't have any brands,Phúc Long,20 - 24 ,N/A,Pupil / Student,None Working,2017,N/A,,,,,,,
169,95911,2,2,47,Female,The Coffee House,Street Coffee,Don't have any brands,Street Coffee,45+ ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
170,95912,2,5,57,Female,Other,Other,Don't have any brands,Other,45+ ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
171,95913,2,5,47,Female,Street Coffee,The Coffee House,Don't have any brands,The Coffee House,45+ ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
172,96122,2,3,28,Female,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,25 - 29 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
173,96306,2,2,31,Male,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,30 - 34 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
174,96307,2,4,41,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,40 - 44 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
175,96308,2,3,48,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,45+ ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
176,96500,2,2,55,Female,Street Coffee,Street Coffee,Don't have any brands,Milano,45+ ,N/A,Housewife,None Working,2017,N/A,,,,,,,
177,96542,2,1,23,Male,Milano,Street Coffee,Don't have any brands,Milano,20 - 24 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
178,96566,2,4,37,Female,Phúc Long,Highlands Coffee,Phúc Long,Highlands Coffee,35 - 39 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
179,96567,2,4,33,Female,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,30 - 34 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
180,96568,2,4,52,Female,Street Coffee,Street Coffee,Don't have any brands,Trung Nguyên,45+ ,N/A,Housewife,None Working,2017,N/A,,,,,,,
181,96598,2,3,20,Male,Trung Nguyên,Independent Cafe,Street Coffee,Independent Cafe,20 - 24 ,N/A,Pupil / Student,None Working,2017,N/A,,,,,,,
182,96599,2,3,39,Female,Street Coffee,Street Coffee,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
183,96600,2,2,49,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,45+ ,N/A,Housewife,None Working,2017,N/A,,,,,,,
184,96601,2,5,28,Female,Street Coffee,Independent Cafe,Street Coffee,Independent Cafe,25 - 29 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
185,96602,2,6,37,Male,Street Coffee,Independent Cafe,Street Coffee,Independent Cafe,35 - 39 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
186,96719,2,3,50,Female,Street Coffee,Street Coffee,Don't have any brands,Independent Cafe,45+ ,N/A,Housewife,None Working,2017,N/A,,,,,,,
187,97076,1,5,39,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
188,97077,1,4,54,Female,Maxx Coffee,Maxx Coffee,Independent Cafe,Maxx Coffee,45+ ,N/A,Housewife,None Working,2017,N/A,,,,,,,
189,97078,1,4,32,Male,C?ng Cà Phê,C?ng Cà Phê,Don't have any brands,C?ng Cà Phê,30 - 34 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
190,97079,1,3,51,Male,Independent Cafe,Independent Cafe,Street Coffee,Independent Cafe,45+ ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
191,97088,1,4,42,Male,Trung Nguyên,Trung Nguyên,Don't have any brands,Trung Nguyên,40 - 44 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
192,97089,1,5,54,Female,Trung Nguyên,Independent Cafe,Don't have any brands,Independent Cafe,45+ ,N/A,Housewife,None Working,2017,N/A,,,,,,,
193,97090,1,3,34,Female,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,30 - 34 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
194,97091,1,4,39,Male,Trung Nguyên,Trung Nguyên,Don't have any brands,Trung Nguyên,35 - 39 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
195,97099,1,4,30,Male,Trung Nguyên,Independent Cafe,Street Coffee,Trung Nguyên,30 - 34 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
196,97100,1,4,35,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
197,97103,1,5,36,Female,Independent Cafe,Independent Cafe,Independent Cafe,Independent Cafe,35 - 39 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
198,97109,1,4,56,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,45+ ,N/A,Housewife,None Working,2017,N/A,,,,,,,
199,97111,1,3,51,Female,Other,Independent Cafe,Other,Independent Cafe,45+ ,N/A,Housewife,None Working,2017,N/A,,,,,,,
200,97112,1,4,22,Male,Urban Station,Street Coffee,Don't have any brands,Highlands Coffee,20 - 24 ,N/A,Pupil / Student,None Working,2017,N/A,,,,,,,
201,97143,2,5,33,Male,Street Coffee,Independent Cafe,Street Coffee,Independent Cafe,30 - 34 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
202,97144,2,6,29,Male,Independent Cafe,Independent Cafe,Street Coffee,Independent Cafe,25 - 29 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
203,97152,3,5,44,Female,Street Coffee,Street Coffee,Street Coffee,Street Coffee,40 - 44 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
204,97153,1,3,25,Female,Trung Nguyên,Trung Nguyên,Don't have any brands,Trung Nguyên,25 - 29 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
205,97195,3,4,37,Male,Other,Other,Don't have any brands,Other,35 - 39 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
206,97202,3,4,33,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,30 - 34 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
207,97203,3,2,36,Male,Other,Independent Cafe,Independent Cafe,Other,35 - 39 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
208,97213,3,5,59,Female,Street Coffee,Street Coffee,Independent Cafe,Street Coffee,45+ ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
209,97223,2,2,42,Female,Street Coffee,Street Coffee,Don't have any brands,Trung Nguyên,40 - 44 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
210,97224,3,2,40,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,40 - 44 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
211,97229,3,1,32,Male,Independent Cafe,Independent Cafe,Trung Nguyên,Phúc Long,30 - 34 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
212,97230,3,3,24,Male,Independent Cafe,Independent Cafe,Independent Cafe,Independent Cafe,20 - 24 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
213,97234,2,4,25,Female,Highlands Coffee,Highlands Coffee,Urban Station,Highlands Coffee,25 - 29 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
214,97473,1,5,16,Female,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,16 - 19 ,N/A,Pupil / Student,None Working,2017,N/A,,,,,,,
215,97474,1,4,35,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
216,97476,1,5,42,Female,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,40 - 44 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
217,97484,1,5,21,Female,Urban Station,Urban Station,Independent Cafe,Urban Station,20 - 24 ,N/A,Pupil / Student,None Working,2017,N/A,,,,,,,
218,97485,1,5,50,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,45+ ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
219,97487,1,3,40,Female,Independent Cafe,Independent Cafe,Street Coffee,Independent Cafe,40 - 44 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
220,97488,1,3,42,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,40 - 44 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
221,97492,1,2,31,Female,Independent Cafe,Independent Cafe,Don't have any brands,Highlands Coffee,30 - 34 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
222,97493,1,4,30,Male,Trung Nguyên,Trung Nguyên,Don't have any brands,Trung Nguyên,30 - 34 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
223,97496,1,4,39,Female,Maxx Coffee,Maxx Coffee,Milano,Maxx Coffee,35 - 39 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
224,97497,1,2,25,Female,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,25 - 29 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
225,97501,1,3,38,Female,C?ng Cà Phê,Independent Cafe,Street Coffee,Milano,35 - 39 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
226,97503,1,2,35,Female,C?ng Cà Phê,C?ng Cà Phê,Street Coffee,Milano,35 - 39 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
227,97504,1,4,22,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,20 - 24 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
228,97506,1,5,34,Female,Independent Cafe,Independent Cafe,Don't have any brands,Highlands Coffee,30 - 34 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
229,97507,1,4,33,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,30 - 34 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
230,97509,1,5,32,Female,Independent Cafe,Independent Cafe,Highlands Coffee,Independent Cafe,30 - 34 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
231,97511,1,3,38,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
232,97512,1,4,36,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
233,97513,1,3,59,Male,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,45+ ,N/A,Retirement,None Working,2017,N/A,,,,,,,
234,97516,1,4,20,Female,Starbucks,Starbucks,Milano,Starbucks,20 - 24 ,N/A,Semi-skilled labor (salesperson,Blue Collar,2017,N/A,,,,,,,
235,97536,1,4,24,Female,Trung Nguyên,Independent Cafe,Milano,Independent Cafe,20 - 24 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
236,97695,1,3,31,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,30 - 34 ,N/A,Freelance,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
237,97697,1,4,26,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,25 - 29 ,N/A,Professional (doctor,White Collar,2017,N/A,,,,,,,
238,98051,1,4,17,Male,C?ng Cà Phê,Independent Cafe,Don't have any brands,Independent Cafe,16 - 19 ,N/A,Pupil / Student,None Working,2017,N/A,,,,,,,
239,98052,1,3,32,Male,Trung Nguyên,Highlands Coffee,Trung Nguyên,Highlands Coffee,30 - 34 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
240,98053,1,3,18,Male,C?ng Cà Phê,C?ng Cà Phê,Don't have any brands,C?ng Cà Phê,16 - 19 ,N/A,Pupil / Student,None Working,2017,N/A,,,,,,,
241,98081,3,3,27,Male,Other,Other,Don't have any brands,Other,25 - 29 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
242,98099,3,1,45,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,45+ ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
243,98100,3,3,25,Male,Independent Cafe,Independent Cafe,Other,Independent Cafe,25 - 29 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
244,98101,3,8,20,Female,Independent Cafe,Independent Cafe,Other,Independent Cafe,20 - 24 ,N/A,Pupil / Student,None Working,2017,N/A,,,,,,,
245,98102,3,4,27,Female,Independent Cafe,Independent Cafe,Other,Independent Cafe,25 - 29 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
246,98107,3,1,41,Male,Independent Cafe,Independent Cafe,Don't have any brands,Trung Nguyên,40 - 44 ,N/A,Agriculture / Forestry (Fishing,Other Occupations,2017,N/A,,,,,,,
247,98113,3,2,22,Female,Independent Cafe,Street Coffee,Don't have any brands,Independent Cafe,20 - 24 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
248,98114,3,1,40,Male,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,40 - 44 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
249,98115,3,1,48,Female,Street Coffee,Independent Cafe,Don't have any brands,Street Coffee,45+ ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
250,98116,3,1,38,Male,Street Coffee,Independent Cafe,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
251,98117,3,1,51,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,45+ ,N/A,Agriculture / Forestry (Fishing,Other Occupations,2017,N/A,,,,,,,
252,98119,3,2,37,Male,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,35 - 39 ,N/A,Agriculture / Forestry (Fishing,Other Occupations,2017,N/A,,,,,,,
253,98120,3,5,35,Male,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,35 - 39 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
254,98121,3,1,24,Male,Independent Cafe,Street Coffee,Don't have any brands,Street Coffee,20 - 24 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
255,98122,3,2,54,Female,Street Coffee,Street Coffee,Street Coffee,Street Coffee,45+ ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
256,98123,3,1,57,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,45+ ,N/A,Housewife,None Working,2017,N/A,,,,,,,
257,98124,3,6,42,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,40 - 44 ,N/A,Lecturer / Teacher,White Collar,2017,N/A,,,,,,,
258,98279,3,4,29,Male,Independent Cafe,Independent Cafe,Other,Independent Cafe,25 - 29 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
259,98280,3,4,35,Female,Independent Cafe,Independent Cafe,Street Coffee,Independent Cafe,35 - 39 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
260,98281,3,4,29,Male,Independent Cafe,Independent Cafe,Street Coffee,Independent Cafe,25 - 29 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
261,98282,3,4,34,Female,Other,Other,Don't have any brands,Other,30 - 34 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
262,98283,3,2,46,Female,Independent Cafe,Independent Cafe,Street Coffee,Independent Cafe,45+ ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
263,98284,3,5,29,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,25 - 29 ,N/A,Officer - Senior Management,White Collar,2017,N/A,,,,,,,
264,98285,3,4,33,Female,Independent Cafe,Independent Cafe,Street Coffee,Independent Cafe,30 - 34 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
265,98509,3,3,54,Male,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,45+ ,N/A,Agriculture / Forestry (Fishing,Other Occupations,2017,N/A,,,,,,,
266,98510,3,3,45,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,45+ ,N/A,Agriculture / Forestry (Fishing,Other Occupations,2017,N/A,,,,,,,
267,98511,3,3,22,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,20 - 24 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
268,99586,3,3,47,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,45+ ,N/A,Housewife,None Working,2017,N/A,,,,,,,
269,99664,3,4,36,Female,Independent Cafe,Independent Cafe,Street Coffee,Independent Cafe,35 - 39 ,N/A,Skilled Labor (tailor,Blue Collar,2017,N/A,,,,,,,
270,99759,3,5,47,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,45+ ,N/A,Housewife,None Working,2017,N/A,,,,,,,
271,99772,3,7,59,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,45+ ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
272,99802,3,5,20,Female,Street Coffee,Street Coffee,Independent Cafe,Street Coffee,20 - 24 ,N/A,Pupil / Student,None Working,2017,N/A,,,,,,,
273,100076,3,5,30,Male,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,30 - 34 ,N/A,Agriculture / Forestry (Fishing,Other Occupations,2017,N/A,,,,,,,
274,100077,3,4,37,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,35 - 39 ,N/A,Agriculture / Forestry (Fishing,Other Occupations,2017,N/A,,,,,,,
275,100130,1,3,45,Male,Independent Cafe,Independent Cafe,Milano,Independent Cafe,45+ ,N/A,Freelance,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
276,100199,1,2,40,Female,Trung Nguyên,Milano,Independent Cafe,C?ng Cà Phê,40 - 44 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
277,100201,1,3,39,Male,Highlands Coffee,Highlands Coffee,Independent Cafe,Highlands Coffee,35 - 39 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
278,100210,1,3,40,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,40 - 44 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
279,100268,1,2,39,Female,C?ng Cà Phê,C?ng Cà Phê,Street Coffee,C?ng Cà Phê,35 - 39 ,N/A,Semi-skilled labor (salesperson,Blue Collar,2017,N/A,,,,,,,
280,100269,1,2,35,Female,C?ng Cà Phê,C?ng Cà Phê,Independent Cafe,C?ng Cà Phê,35 - 39 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
281,100356,1,4,38,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,35 - 39 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
282,100364,3,5,31,Male,Independent Cafe,Independent Cafe,Street Coffee,Independent Cafe,30 - 34 ,N/A,Unskilled Labor (worker,Blue Collar,2017,N/A,,,,,,,
283,100501,3,4,28,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,25 - 29 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
284,100512,1,3,25,Male,Independent Cafe,Independent Cafe,C?ng Cà Phê,Highlands Coffee,25 - 29 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
285,100596,3,2,46,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,45+ ,N/A,Housewife,None Working,2017,N/A,,,,,,,
286,100664,3,3,26,Female,Other,Street Coffee,Don't have any brands,Street Coffee,25 - 29 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
287,100772,3,5,30,Male,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,30 - 34 ,N/A,Officer - Staff level,White Collar,2017,N/A,,,,,,,
288,100869,1,2,25,Female,Independent Cafe,Independent Cafe,Don't have any brands,Independent Cafe,25 - 29 ,N/A,Small Business (small shop owner,Self Employed - Small Business and Freelance,2017,N/A,,,,,,,
289,101124,3,2,27,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,25 - 29 ,N/A,Housewife,None Working,2017,N/A,,,,,,,
290,101265,3,7,16,Female,Street Coffee,Street Coffee,Don't have any brands,Street Coffee,16 - 19 ,N/A,Pupil / Student,None Working,2017,N/A,,,,,,,
291,101269,1,2,35,Male,Highlands Coffee,Highlands Coffee,Independent Cafe,Highlands Coffee,35 - 39 ,N/A,Professional (doctor,White Collar,2017,N/A,,,,,,,
